"Date","Standard Major Group","Standard Submajor Group","Occupation","Occupation Code","Count"
2016-01-31,"Clerical and Administrative Workers","Inquiry Clerks and Receptionists","Call or Contact Centre Team Leader","541111",3
2016-01-31,"Clerical and Administrative Workers","Numerical Clerks","Insurance Consultant","552312",3
2016-01-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Contract Administrator","511111",0
2016-01-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Office Manager","512111",21
2016-01-31,"Clerical and Administrative Workers","Office Managers and Program Administrators","Program or Project Administrator","511112",12
2016-01-31,"Clerical and Administrative Workers","Other Clerical and Administrative Workers","Legal Executive","599112",3
2016-01-31,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Personal Assistant","521111",6
2016-01-31,"Clerical and Administrative Workers","Personal Assistants and Secretaries","Secretary (General)","521211",3
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Community Worker","411711",9
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Disabilities Services Officer","411712",3
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Diversional Therapist","411311",3
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Enrolled Nurse","411411",3
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Massage Therapist","411611",3
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Residential Care Officer","411715",6
2016-01-31,"Community and Personal Service Workers","Health and Welfare Support Workers","Youth Worker","411716",3
2016-01-31,"Community and Personal Service Workers","Hospitality Workers","Hotel Service Manager","431411",12
2016-01-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Other Sports Coach or Instructor","452317",0
2016-01-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Sports Development Officer","452321",0
2016-01-31,"Community and Personal Service Workers","Sports and Personal Service Workers","Travel Attendants nec","451799",3
2016-01-31,"Labourers","Food Preparation Assistants","Fast Food Cook","851111",0
2016-01-31,"Managers","Chief Executives, General Managers and Legislators","Corporate General Manager","111211",3
2016-01-31,"Managers","Farmers and Farm Managers","Apiarist","121311",3
2016-01-31,"Managers","Farmers and Farm Managers","Dairy Cattle Farmer","121313",15
2016-01-31,"Managers","Farmers and Farm Managers","Grape Grower","121215",3
2016-01-31,"Managers","Farmers and Farm Managers","Vegetable Grower (Aus) / Market Gardener (NZ)","121221",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Accommodation and Hospitality Managers nec","141999",3
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Betting Agency Manager","142113",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Cafe or Restaurant Manager","141111",57
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Conference and Event Organiser","149311",3
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Customer Service Manager","149212",9
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Facilities Manager","149913",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Fitness Centre Manager","149112",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Hair or Beauty Salon Manager","142114",3
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Hospitality, Retail and Service Managers nec","149999",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Hotel or Motel Manager","141311",9
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Licensed Club Manager","141411",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Post Office Manager","142115",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Retail Manager (General)","142111",51
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Sports Centre Manager","149113",0
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Transport Company Manager","149413",3
2016-01-31,"Managers","Hospitality, Retail and Service Managers","Travel Agency Manager","142116",3
2016-01-31,"Managers","Specialist Managers","Child Care Centre Manager","134111",3
2016-01-31,"Managers","Specialist Managers","Construction Project Manager","133111",3
2016-01-31,"Managers","Specialist Managers","Corporate Services Manager","132111",0
2016-01-31,"Managers","Specialist Managers","Engineering Manager","133211",0
2016-01-31,"Managers","Specialist Managers","Human Resource Manager","132311",0
2016-01-31,"Managers","Specialist Managers","ICT Managers nec","135199",3
2016-01-31,"Managers","Specialist Managers","ICT Project Manager","135112",18
2016-01-31,"Managers","Specialist Managers","Importer or Exporter","133311",3
2016-01-31,"Managers","Specialist Managers","Policy and Planning Manager","132411",3
2016-01-31,"Managers","Specialist Managers","Procurement Manager","133612",6
2016-01-31,"Managers","Specialist Managers","Production Manager (Manufacturing)","133512",3
2016-01-31,"Managers","Specialist Managers","Production Manager (Mining)","133513",0
2016-01-31,"Managers","Specialist Managers","Project Builder","133112",3
2016-01-31,"Managers","Specialist Managers","Quality Assurance Manager","139914",3
2016-01-31,"Managers","Specialist Managers","Sales and Marketing Manager","131112",9
2016-01-31,"Managers","Specialist Managers","Specialist Managers nec","139999",0
2016-01-31,"Managers","Specialist Managers","Supply and Distribution Manager","133611",6
2016-01-31,"Professionals","Arts and Media Professionals","Film and Video Editor","212314",0
2016-01-31,"Professionals","Arts and Media Professionals","Journalists and Other Writers nec","212499",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Accountant (General)","221111",12
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Actuary","224111",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","External Auditor","221213",0
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Finance Broker","222112",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Financial Dealers nec","222299",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Financial Investment Adviser","222311",0
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Financial Market Dealer","222211",0
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Human Resource Adviser","223111",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Account Manager","225211",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Business Development Manager","225212",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Sales Representative","225213",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","ICT Trainer","223211",0
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Intelligence Officer","224411",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Internal Auditor","221214",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Management Consultant","224711",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Marketing Specialist","225113",12
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Organisation and Methods Analyst","224712",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Recruitment Consultant","223112",0
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Sales Representative (Industrial Products)","225411",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Statistician","224113",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Taxation Accountant","221113",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Technical Sales Representatives nec","225499",3
2016-01-31,"Professionals","Business, Human Resource and Marketing Professionals","Training and Development Professional","223311",3
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Aeroplane Pilot","231111",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Agricultural Scientist","234112",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Biomedical Engineer","233913",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Biotechnologist","234514",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Chemical Engineer","233111",6
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Civil Engineer","233211",9
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electrical Engineer","233311",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Electronics Engineer","233411",6
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Engineering Professionals nec","233999",3
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Engineering Technologist","233914",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Engineer","233915",3
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Environmental Research Scientist","234313",3
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Exercise Physiologist","234915",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Flying Instructor","231113",3
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Food Technologist","234212",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Geologist","234411",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Geotechnical Engineer","233212",0
2016-01-31,"Professionals","Design, Engineering, Science and Transport Professionals","Graphic Designer","232411",3
